ret_mean,ret_std,n
7.667776547226612e-06,5.974627275434718e-05,10
1.747591920986391e-06,6.806232031306497e-05,10
-8.686959070336453e-06,5.7792841213980464e-05,10
1.7465012238093713e-06,4.699693819096499e-05,10
8.998402594684318e-06,5.8797191491150776e-05,10
2.3076792172516126e-05,6.083107936618758e-05,10
1.0792401207604385e-05,6.760567156193454e-05,10
6.8675723836619795e-06,6.690576876817722e-05,10
8.86339458328056e-06,6.759235183538159e-05,10
6.992700073471525e-06,6.754850400272314e-05,10
6.992700073471525e-06,6.754850400272314e-05,10
1.7551320177655593e-05,5.508063462528333e-05,10
6.511341039716623e-06,6.841720096934309e-05,10
6.511341667414516e-06,6.841720090198372e-05,10
-5.3984969007658815e-06,5.5853312799960584e-05,10
-2.267818375363273e-05,4.775665750708108e-05,10
-1.5042086223704398e-05,4.4191053747213214e-05,10
-1.5042086223704398e-05,4.4191053747213214e-05,10
-2.3132589120722357e-05,4.0519232779500167e-05,10
-2.697095347601319e-05,3.9897676899761064e-05,10
-2.697095347601319e-05,3.9897676899761064e-05,10
-1.888886362130249e-05,5.2227372052147676e-05,10
-7.85852807733134e-06,4.12752042267259e-05,10
2.1227247311239595e-06,5.359164360217061e-05,10
2.1227247311239595e-06,5.359164360217061e-05,10
1.3996843243768708e-06,5.483591990276802e-05,10
1.39004073504978e-06,5.483620188419195e-05,10
-4.2418159781787425e-06,5.780643413065142e-05,10
9.52018315244496e-06,6.382363292551013e-05,10
1.6955466192414282e-05,6.192562198391667e-05,10
1.6955466192414282e-05,6.192562198391667e-05,10
1.765802701348962e-05,6.276366551865271e-05,10
2.2681519796929893e-05,6.320213879614937e-05,10
8.93042770240271e-06,5.9425704756015334e-05,10
1.44938044464471e-05,6.107797135858327e-05,10
3.940833363865748e-05,6.621093672973053e-05,10
3.87431919302128e-05,6.668361109325403e-05,10
3.860077548850649e-05,6.69103284380137e-05,10
2.9062727549844515e-05,6.467806598316199e-05,10
2.543688763012586e-05,6.526155923032028e-05,10
2.347988349303831e-05,6.639271192635292e-05,10
1.4724155924306093e-05,6.264266442857478e-05,10
4.8079896822972315e-05,0.00013297501159583063,10
3.5081531461189644e-05,0.00014782571499083336,10
2.951815471714525e-05,0.00014801305721339947,10
1.3185683450345209e-05,0.00014042412592703846,10
1.4853236291978434e-05,0.00014026002744832108,10
5.254222917772111e-06,0.00014880470654926592,10
1.8412694780578497e-05,0.0001540151145869976,10
7.790921214412272e-06,0.00015902928967800257,10
9.72864602245549e-06,0.0001587767140878434,10
9.555130154115244e-06,0.00015878924064344018,10
-3.4019891719905274e-05,8.923672947360775e-05,10
-1.7695132666817327e-05,7.599854529370604e-05,10
-8.517637696836556e-06,8.353996186447044e-05,10
-8.517637696836556e-06,8.353996186447044e-05,10
-9.510405240698017e-06,8.335519163739583e-05,10
1.3159862545608636e-05,6.943922177657545e-05,10
1.5962974927863362e-05,7.508704786219542e-05,10
2.8155605664315075e-05,6.169584342217705e-05,10
2.1139910763545712e-05,6.88515843153977e-05,10
2.1120668103524755e-05,6.885865444614845e-05,10
2.639355746122396e-05,6.452323358593238e-05,10
1.6669299984062302e-05,7.600736842817158e-05,10
7.491805014081532e-06,7.13277437855834e-05,10
7.491805014081532e-06,7.13277437855834e-05,10
2.913460871034612e-06,7.330403633900642e-05,10
-4.383520386130879e-06,6.906476202190807e-05,10
-2.3256100919677446e-05,3.812746919671559e-05,10
-3.397468963804995e-05,4.100452697681343e-05,10
-3.114285386086601e-05,3.9149164928143477e-05,10
-3.66091456842188e-05,3.8395720512553986e-05,10
-3.6676605675256543e-05,3.832327180716538e-05,10
-2.6508900811805792e-05,3.211912952520145e-05,10
-3.08763529771161e-05,3.106612421837632e-05,10
-3.088599457297114e-05,3.1055489916635045e-05,10
-1.9645307055249363e-05,4.307953266964607e-05,10
-1.7881012387954696e-05,4.431699402585471e-05,10
-1.4970016099469242e-05,4.445330373452997e-05,10
1.1936039147841804e-05,6.799776546534312e-05,10
1.7671790592832527e-05,6.530550974337212e-05,10
1.5985974689103344e-05,6.76070463252434e-05,10
1.4568946971393882e-05,6.812362171276253e-05,10
7.917507403665258e-06,7.280118574307679e-05,10
1.7346175701127285e-05,7.147043830432954e-05,10
8.766645206426115e-06,7.85917353723864e-05,10
8.938469641117663e-08,7.624938308466227e-05,10
-7.681219391642013e-06,7.819639526248649e-05,10
-7.67157786644157e-06,7.819745351646732e-05,10
-2.5400980330625435e-05,4.439323960855133e-05,10
-2.6933593322986392e-05,4.307598038186959e-05,10
-1.9617649798087112e-05,4.046824968656861e-05,10
-1.8210263255125093e-05,4.0924624974747264e-05,10
-1.2291579954015752e-05,3.726310000205801e-05,10
-2.026455831358742e-05,3.016141536310151e-05,10
-1.1665744345512596e-05,1.9876417327270405e-05,10
-9.65082721017252e-06,1.994205449859434e-05,10
-3.6445177894139925e-06,9.250550206263533e-06,10
2.5560726778672826e-05,9.41160154780468e-05,10
2.5560726778672826e-05,9.41160154780468e-05,10
2.993686027193965e-05,9.381235719680473e-05,10
4.5802062553412794e-05,0.00010128648223396445,10
4.5802062553412794e-05,0.00010128648223396445,10
5.0177650742933014e-05,9.966375606486317e-05,10
5.747413905170529e-05,9.580983744086526e-05,10
6.798737836988256e-05,9.457433792440143e-05,10
7.30170175905931e-05,9.185523828977781e-05,10
6.868133977963042e-05,9.658609150993712e-05,10
4.3802319486474506e-05,5.624717904342898e-05,10
4.3802319486474506e-05,5.624717904342898e-05,10
4.28080146857579e-05,5.633579793343328e-05,10
3.176971080712798e-05,3.940717759737592e-05,10
4.224192278782235e-05,4.370659501740875e-05,10
3.344542213361557e-05,5.2911041946769126e-05,10
2.9272633894361633e-05,5.363995856003576e-05,10
1.884608787725561e-05,4.695169176700243e-05,10
1.3007233935857787e-05,4.623103449171859e-05,10
1.7246575881457725e-05,4.226153012123292e-05,10
1.6812316387093683e-05,4.198480714614085e-05,10
2.383493374259471e-05,4.4648915490032744e-05,10
1.4818067096855625e-05,5.105412070974478e-05,10
1.4942583509569563e-05,5.1145943926618386e-05,10
-1.3284598813778636e-06,4.491256985613182e-05,10
3.834850023753944e-06,4.131029031288225e-05,10
1.187853795232563e-05,4.81963216686062e-05,10
9.29705035538353e-06,4.9519114373225915e-05,10
1.0115897689155773e-05,4.9266675935513506e-05,10
1.404601319888732e-05,4.98487888949257e-05,10
1.0144406893120017e-05,4.919990691928734e-05,10
3.121789537618991e-06,4.445421655863772e-05,10
6.936333584073306e-06,4.021881721686815e-05,10
3.815087342096124e-06,3.7687128946409296e-05,10
9.613918752349182e-06,3.098656913005717e-05,10
9.613918752349182e-06,3.098656913005717e-05,10
1.35829298167911e-06,1.74221960953327e-05,10
3.843445400031343e-06,1.4850839368812382e-05,10
-9.452127269771183e-09,2.0026942804877565e-05,10
-1.1520424412048147e-05,2.7298040421565196e-05,10
-1.924637325394496e-05,3.382741918837241e-05,10
-1.9699175812759596e-05,3.357049824791811e-05,10
-1.787868190602504e-05,3.414916295887686e-05,10
-1.9699208955337166e-05,3.245499522536733e-05,10
-2.5026888718038266e-05,3.322564997559478e-05,10
-2.4073057979623335e-05,3.4148050275575084e-05,10
-2.4073057979623335e-05,3.4148050275575084e-05,10
-2.4063423417608477e-05,3.415560969094136e-05,10
-2.022979306448569e-05,3.451316981170384e-05,10
-1.3978515603907393e-05,2.8221900537835504e-05,10
-6.252566762010581e-06,1.751918171826873e-05,10
-4.373828690729109e-06,1.8692731452862563e-05,10
-4.364194128714249e-06,1.8695260942060128e-05,10
-1.5027294827274495e-06,2.1427637844089653e-05,10
3.824950279973649e-06,1.140251102631721e-05,10
5.203539000797619e-07,1.4045088846434972e-05,10
5.107193881803696e-07,1.4045518492857708e-05,10
6.734614626480173e-06,2.4060634986365596e-05,10
6.503401380164586e-06,2.4144534541974613e-05,10
4.345492554269637e-06,2.7001630021486574e-05,10
4.345492554269637e-06,2.7001630021486574e-05,10
2.9195570418028003e-06,2.6795642116609026e-05,10
2.9002881990036753e-06,2.6797967054447383e-05,10
4.8457834722626104e-08,2.5228916101550626e-05,10
4.8457834722626104e-08,2.5228916101550626e-05,10
5.915735959050039e-06,2.595407081164794e-05,10
2.13974813167761e-05,5.351279545615575e-05,10
9.606026912944987e-06,5.6403015332105054e-05,10
1.1802371090829933e-05,5.6310740028198146e-05,10
9.69321107804344e-06,5.864023880070516e-05,10
9.69321107804344e-06,5.864023880070516e-05,10
5.7628054601854824e-06,6.064504324696664e-05,10
5.7628060152303815e-06,6.064504318738333e-05,10
2.117676814048508e-05,7.65482120716316e-05,10
1.516624973326719e-05,8.064579335565167e-05,10
1.7660616942671846e-05,8.17117934767571e-05,10
5.184133059421559e-06,6.658355901356041e-05,10
1.074205766293801e-05,6.318061826208363e-05,10
1.185256511826438e-08,7.023546592142421e-05,10
7.641028931326676e-06,6.745139122983191e-05,10
5.4736914014474895e-06,6.806956169334082e-05,10
7.70872069585371e-06,6.6790865597817e-05,10
1.1571547755573341e-05,6.740352341998683e-05,10
-5.759305861396946e-06,4.5303245227682036e-05,10
2.5121254582094465e-07,4.108242130658317e-05,10
-5.788565534114998e-06,3.534348954021832e-05,10
4.7113584507374465e-06,5.64418852039699e-05,10
1.043246876993864e-05,5.876307695124927e-05,10
1.921680844514384e-05,4.8043796736511775e-05,10
1.727098515051928e-05,4.842975534615815e-05,10
1.1810611977891572e-05,5.582253269966007e-05,10
1.3505988301343307e-05,5.510470304408632e-05,10
1.1559868109012327e-05,5.446257561240466e-05,10
1.3476756817865087e-05,5.3595057105000596e-05,10
1.3476756817865087e-05,5.3595057105000596e-05,10
1.3505655205547917e-05,5.35868872031216e-05,10
1.0104258119092436e-08,3.241232102485975e-05,10
2.9766050683388557e-06,3.893124226227519e-05,10
1.170198387585586e-05,4.7128715467932844e-05,10
1.2212365467245689e-05,4.701424583564178e-05,10
1.9840076169752586e-05,3.594747592154967e-05,10
1.9233400542273404e-05,3.6368246250284325e-05,10
1.581444404559207e-05,3.795757999038425e-05,10
1.7422648494713756e-05,3.755619574040057e-05,10
1.7422648494713756e-05,3.755619574040057e-05,10
1.570854051939907e-05,3.8809980839316126e-05,10
1.570854051939907e-05,3.8809980839316126e-05,10
7.0209293899781144e-06,2.9782770482714224e-05,10
-1.7140803654003277e-06,9.525608735162913e-06,10
-2.214831009861307e-06,9.260944433203676e-06,10
-2.2052010247186617e-06,9.263553123478595e-06,10
-1.6081553814606408e-06,9.179033890644905e-06,10
-9.62720264285899e-08,7.856220428896218e-06,10
-1.7141079743931975e-06,5.420675449363022e-06,10
-1.7141079743931975e-06,5.420675449363022e-06,10
9.2148511043888e-16,4.539618313517358e-08,10
9.2148511043888e-16,4.539618313517358e-08,10
9.2148511043888e-16,4.539618313517358e-08,10
-7.80028796598664e-07,2.467085337933754e-06,10
-5.036515436673827e-06,1.341212558384867e-05,10
-5.046145421816472e-06,1.340806466144044e-05,10
-5.0365154375953125e-06,1.3412048756739987e-05,10
-5.0365154375953125e-06,1.3412048756739987e-05,10
-5.0365154375953125e-06,1.3412048756739987e-05,10
-5.0365154375953125e-06,1.3412048756739987e-05,10
-5.0365154375953125e-06,1.3412048756739987e-05,10
-5.0365154375953125e-06,1.3412048756739987e-05,10
-1.5129248198109125e-05,3.294776386161193e-05,10
-1.6631871217875905e-05,3.2919011459177134e-05,10
-1.4503981907298957e-05,3.172243008915741e-05,10
-1.9011695732573662e-05,3.262236910686956e-05,10
-1.8385596145176207e-05,3.3084597045187524e-05,10
-1.8385596145176207e-05,3.3084597045187524e-05,10
-2.33943614845189e-05,3.377610601971247e-05,10
-2.33943614845189e-05,3.377610601971247e-05,10
-2.7767617961571566e-05,3.323739641191916e-05,10
-3.443375416306571e-05,3.373068119160629e-05,10
-3.5217566926915025e-05,3.54925540466582e-05,10
-4.140393502050088e-05,3.83677878183611e-05,10
-3.927533769100266e-05,4.015667713117094e-05,10
-3.786066783145747e-05,4.0178756118782786e-05,10
-5.322013348230126e-05,4.967390896144667e-05,10
-5.761477371738488e-05,4.6269699632645845e-05,10
-5.298188228487488e-05,4.932561204705856e-05,10
-5.298188228487488e-05,4.932561204705856e-05,10
-4.989045702612494e-05,5.091292940118758e-05,10
-4.156659303741206e-05,5.454148964395546e-05,10
-3.280072406680601e-05,4.933725176403482e-05,10
-2.437989413547337e-05,4.66075395897431e-05,10
-2.4640120150443144e-05,4.646333518384635e-05,10
-2.704075079668078e-05,4.743447035212844e-05,10
-1.614352968131172e-05,2.2902063418355174e-05,10
-5.438185431879683e-05,0.00013232052767451428,10
-5.135414550614392e-05,0.00013394400625252675,10
-5.135414550614392e-05,0.00013394400625252675,10
-4.7873760377026284e-05,0.00013549970864328638,10
-4.5876954773427236e-05,0.00013669687235472929,10
-4.8336688573102914e-05,0.00013642265977599193,10
-4.045866139824605e-05,0.0001416670602061437,10
-4.4180540785065946e-05,0.00014104954964402495,10
-3.695125475335903e-05,0.0001422842293443298,10
-3.2247319156875066e-05,0.00014300815007314626,10
1.623836074391427e-05,3.871905811991237e-05,10
1.3586525838094054e-05,3.884466654577019e-05,10
1.395290171160024e-05,3.871935832413326e-05,10
1.1754347800785325e-05,3.8836583828102635e-05,10
8.099814409967543e-06,3.79539746826982e-05,10
1.2670224763400295e-05,3.3210434516990614e-05,10
4.840387568083582e-06,2.3960184645475722e-05,10
1.011444526404226e-05,1.813310432530558e-05,10
7.0868982413152535e-06,1.928078800720991e-05,10
1.329592090579812e-05,2.791452791948386e-05,10
7.443205877577519e-06,2.309728817782442e-05,10
7.443205877577519e-06,2.309728817782442e-05,10
1.584991502761035e-05,3.419950701239274e-05,10
4.723745240153843e-05,9.957835314126489e-05,10
4.723745240153843e-05,9.957835314126489e-05,10
4.723745240153843e-05,9.957835314126489e-05,10
4.723745240153843e-05,9.957835314126489e-05,10
4.594550010736942e-05,0.00010015521340433475,10
4.723743571035666e-05,9.939194448950634e-05,10
4.01606223974671e-05,0.00010004759778862941,10
4.19434456184975e-05,9.940923938907155e-05,10
4.19434456184975e-05,9.940923938907155e-05,10
3.3170360594958484e-05,9.878870149281128e-05,10
3.710165315107261e-06,7.829129026698935e-06,10
3.710165315107261e-06,7.829129026698935e-06,10
7.747869181806699e-06,1.3821565683286441e-05,10
7.738233046150622e-06,1.3827599810870107e-05,10
7.738233046150622e-06,1.3827599810870107e-05,10
7.738233046150622e-06,1.3827599810870107e-05,10
7.738233046150622e-06,1.3827599810870107e-05,10
1.917868593293015e-06,1.998658164382098e-05,10
-9.436540737706168e-09,2.1090816403619312e-05,10
-2.5631650614643677e-06,2.2582831492721205e-05,10
-4.490507155541224e-06,2.1298005528638262e-05,10
-4.394137580532309e-06,2.1322747788722156e-05,10
-1.2807015936222576e-05,1.8039259554922054e-05,10
-1.27973798005665e-05,1.8046827841924948e-05,10
-1.3799666266556266e-05,1.7527981373638254e-05,10
-1.410806519329677e-05,1.7283630742581412e-05,10
-1.3982777742926889e-05,1.740140166843965e-05,10
-1.559280219826098e-05,2.0570828454086377e-05,10
-1.366549706423026e-05,2.1084162158773212e-05,10
-1.6576530658651832e-05,2.461871695489763e-05,10
-5.280144027675071e-06,4.794044985354418e-05,10
-1.1197543344776406e-05,5.0659034563029356e-05,10
-6.83200688327279e-06,4.9407512635023654e-05,10
-1.1679935179420564e-05,5.101493892539433e-05,10
-1.1304150933233448e-05,5.1042334503329465e-05,10
-1.1988523282202567e-05,5.096569551403946e-05,10
-1.7974111005492065e-05,5.272235615617366e-05,10
-1.5073722064062878e-05,5.1143084067921225e-05,10
-1.5054443101147896e-05,5.1149433577222635e-05,10
-9.58968098599966e-06,4.9336442758590414e-05,10
-1.4254105647426574e-05,3.7166356736528334e-05,10
-8.433075905334153e-06,3.3934956604261865e-05,10
-1.2307890544005495e-05,3.5070477416232945e-05,10
1.1683518331861986e-05,7.111515322215618e-05,10
1.6695023840429534e-05,7.147467915064385e-05,10
2.2072606130796313e-05,7.127178334944984e-05,10
2.7942542928449666e-05,6.612012942335515e-05,10
2.6989294530022077e-05,6.706969601588969e-05,10
2.6170154492377586e-05,6.748208655286393e-05,10
2.6873652389935997e-05,6.721509165254387e-05,10
1.5269055332389758e-05,6.962257484173418e-05,10
1.5269055332389758e-05,6.962257484173418e-05,10
1.9153507998548315e-05,6.731328159988153e-05,10
-2.669161145540944e-06,3.0636843574244796e-05,10
-7.680610198845805e-06,2.5917154732854103e-05,10
-8.056143204471233e-06,2.5101942673651658e-05,10
-8.995979938752896e-09,3.77287813949594e-05,10
3.7107022136884106e-06,3.5440370468213845e-05,10
4.50092676553826e-06,3.5237795262076374e-05,10
-1.3403766138075924e-05,6.592918247759995e-05,10
-5.530038359780054e-06,6.581086878459751e-05,10
-8.469598497495846e-06,6.619181527743183e-05,10
-7.3226544335724956e-06,6.645372998780134e-05,10
-4.643465869202945e-06,6.612082698786306e-05,10
3.0083743609576883e-07,6.781308667524854e-05,10
-3.7180782316625915e-06,6.63683113534371e-05,10
-2.2964184841856027e-05,6.711217486863322e-05,10
-2.29834578913235e-05,6.710481311055726e-05,10
-2.2964182630280662e-05,6.711214496427183e-05,10
-5.762987624224891e-06,4.20180723378674e-05,10
5.52414089796116e-06,6.254380935840828e-05,10
4.078697746923155e-06,6.359863763299702e-05,10
3.7895172139812415e-06,6.356786529533056e-05,10
1.1702076971409348e-05,6.782570803008204e-05,10
7.4034933252198344e-06,6.69658758227668e-05,10
6.343430041488851e-06,6.718134623029093e-05,10
1.542223927760711e-05,5.4333607466411276e-05,10
1.5412602025688393e-05,5.4336655339982214e-05,10
9.803719387835308e-06,5.8804522529957625e-05,10
9.572412368252791e-06,5.885190025856132e-05,10
-6.495182725529958e-06,3.634555570663836e-05,10
-2.1005414408636903e-06,3.3901704192513044e-05,10
-5.242509782332761e-06,3.425621908467704e-05,10
-1.6663379849801708e-05,1.834701808485538e-05,10
-1.6673015191082107e-05,1.8337204803019962e-05,10
-1.6490061065632666e-05,1.8412426109519478e-05,10
-1.7357886530044996e-05,1.88533504411707e-05,10
-1.7348249278126282e-05,1.8863176461016296e-05,10
-1.1749005378436373e-05,1.3729319264941795e-05,10
-1.2924981395556757e-05,1.3329090829989784e-05,10
-1.1575755844950297e-05,1.3351875751727575e-05,10
-1.3513216172755804e-05,1.2866860968079042e-05,10
-9.301151864671286e-06,1.5989114061998435e-05,10
-7.720663886523483e-06,1.3786948091821136e-05,10
-2.280616371104216e-05,4.694410971485496e-05,10
-2.6161347296294048e-05,4.70361095363893e-05,10
-1.0234930480823578e-05,6.797581646310676e-05,10
-1.0234930480823578e-05,6.797581646310676e-05,10
-2.3152412161853154e-05,7.74307820233708e-05,10
-2.1754770282256252e-05,7.773840776189693e-05,10
-2.2227302386312874e-05,7.764158539151784e-05,10
-2.384746178308861e-05,7.774218428605654e-05,10
-2.5784962877462014e-05,7.678349161327566e-05,10
-2.698101820334253e-05,7.676402673106055e-05,10
-1.1856947437560717e-05,6.34038175470205e-05,10
1.342302734075318e-06,6.97552955904648e-05,10
-1.1355108194388563e-05,5.350166769499038e-05,10
-1.1605774363832034e-05,5.344840108135221e-05,10
-6.825322580117366e-06,4.285202726048383e-05,10
-6.921741390664149e-06,4.283628651806048e-05,10
-5.919060955916766e-06,4.2872864237426915e-05,10
-2.371079227247996e-06,4.1604029740145944e-05,10
-2.3614376304714745e-06,4.16046266253653e-05,10
7.624400273020804e-07,4.034930011306071e-05,10
7.142305327501042e-07,4.034996028691598e-05,10
-8.243089236625866e-06,2.5723599113622517e-05,10
-1.488628631939326e-05,3.072994001533648e-05,10
-8.242681194403634e-06,3.960393314825494e-05,10
-6.6524507895460164e-06,3.6542279028574406e-05,10
-6.556033278626306e-06,3.655994032181458e-05,10
-6.556033278626306e-06,3.655994032181458e-05,10
-2.8629719911577032e-06,3.907454831130808e-05,10
-2.8629719911577032e-06,3.907454831130808e-05,10
-2.8629719911577032e-06,3.907454831130808e-05,10
-2.8629719911577032e-06,3.907454831130808e-05,10
-2.87261409273043e-06,3.907377523149285e-05,10
5.019381064341743e-07,3.439188167190329e-05,10
-6.594895575773307e-06,2.6194542680509566e-05,10
-4.8096083316018225e-08,1.6070095004029075e-05,10
5.149190600517439e-06,2.2974065184401182e-05,10
5.168474522909694e-06,2.2969343279697396e-05,10
1.4754132354410921e-06,2.0082632783886255e-05,10
3.885903070111052e-06,2.129585613198204e-05,10
3.885903070111052e-06,2.129585613198204e-05,10
3.885903070111052e-06,2.129585613198204e-05,10
3.895545171683778e-06,2.129387445406964e-05,10
6.913523257501275e-06,1.7775849141367293e-05,10
8.957618026861347e-06,1.715767720053959e-05,10
1.3344544984539298e-05,1.9987791257467883e-05,10
9.159582932261045e-06,1.4707395340655591e-05,10
1.2514676340846798e-05,1.6187034267313934e-05,10
1.2514676340846798e-05,1.6187034267313934e-05,10
1.0104186506176837e-05,1.6063623400166814e-05,10
1.0104186506176837e-05,1.6063623400166814e-05,10
1.0104186506176837e-05,1.6063623400166814e-05,10
1.0104186506176837e-05,1.6063623400166814e-05,10
1.0104186506176837e-05,1.6063623400166814e-05,10
8.76398646347809e-06,1.6315015638063454e-05,10
4.37705950580014e-06,1.078884656783856e-05,10
3.3743773309780067e-06,1.0670718050730243e-05,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
8.802007281860646e-06,2.7834390992067294e-05,10
1.6684781235176694e-06,3.7724761764654055e-05,10
-3.1132554997981286e-06,4.0859965587969346e-05,10
-3.1132554997981286e-06,4.0859965587969346e-05,10
-3.1132554997981286e-06,4.0859965587969346e-05,10
-6.121264033287499e-06,4.170380676578695e-05,10
-1.0112780037097036e-05,4.2944541785572115e-05,10
-1.7430851479416364e-05,4.70671592913975e-05,10
-1.744049391291247e-05,4.7063201247801755e-05,10
-2.1914583486304372e-05,4.734679449641823e-05,10
-2.105443918056782e-05,4.959082604973111e-05,10
-1.0440171762471362e-05,4.8988663700485845e-05,10
-5.64879654052497e-06,4.723863418006002e-05,10
-5.56202216115409e-06,4.7250958991349944e-05,10
-5.6487964652407465e-06,4.724040525576432e-05,10
1.0259669803103221e-05,6.243997403022113e-05,10
7.80178894119743e-06,6.506316105839215e-05,10
1.367371400688988e-05,5.93404732336805e-05,10
2.623608852034831e-05,6.866594334635231e-05,10
3.071017809374022e-05,6.488068643689986e-05,10
2.1057666411328225e-05,6.105254608750379e-05,10
1.7576928151574744e-05,6.117364690876238e-05,10
2.193416318635455e-05,6.134175343268008e-05,10
1.9909852658928084e-05,6.24384149016063e-05,10
2.0006266633099122e-05,6.240350105582651e-05,10
4.6573329299470775e-06,5.032195734779504e-05,10
1.1106729795662407e-05,4.42399210886063e-05,10
1.2552876172289284e-05,4.3542124039246536e-05,10
1.44092326959111e-10,1.789440579023787e-05,10
1.44092326959111e-10,1.789440579023787e-05,10
-9.495812858251185e-09,1.7894374140733906e-05,10
-9.495812858251185e-09,1.7894374140733906e-05,10
-4.37637244626865e-06,9.329707770072373e-06,10
-2.4388362982130652e-06,7.746207130389782e-06,10
-2.448475968297448e-06,7.74276085600604e-06,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
0.0,0.0,10
9.639905185210295e-09,3.048405679018147e-08,10
9.639905185210295e-09,3.048405679018147e-08,10
9.2148511043888e-16,4.5442946655541146e-08,10
9.639906106695405e-09,5.4720554646297244e-08,10
9.639906106695405e-09,5.4720554646297244e-08,10
1.84297022087776e-15,6.426603148545751e-08,10
1.84297022087776e-15,6.426603148545751e-08,10
-8.675914494604698e-08,2.817829282866127e-07,10
-8.675914494604698e-08,2.817829282866127e-07,10
-9.639905850233887e-08,2.80129150555316e-07,10
-8.772322090300211e-06,2.736928501598898e-05,10
-8.772322090300211e-06,2.736928501598898e-05,10
-1.1066821432403895e-05,2.7522490433300645e-05,10
-1.7535912662147714e-05,3.186689714480727e-05,10
-1.7535912662147714e-05,3.186689714480727e-05,10
-1.752627275788399e-05,3.187277290009866e-05,10
-1.752627275788399e-05,3.187277290009866e-05,10
-1.743951361109497e-05,3.1924296170851185e-05,10
-1.743951361109497e-05,3.1924296170851185e-05,10
-1.742987369753868e-05,3.193012903206492e-05,10
-8.763590570926017e-06,2.091079389308304e-05,10
-8.782873760770915e-06,2.0901901501123184e-05,10
-6.488376111180027e-06,2.0416516668871453e-05,10
9.641598360810023e-08,4.1157564838695475e-07,10
1.0605756922688059e-07,4.101930420178543e-07,10
1.0605756922688059e-07,4.101930420178543e-07,10
4.541186528805863e-06,1.3993807936135044e-05,10
5.620996123656408e-06,1.4021042114410006e-05,10
4.541198188556805e-06,1.4890840287368136e-05,10
9.920963848664144e-06,2.1374417598185726e-05,10
9.920963848664144e-06,2.1374417598185726e-05,10
9.940247038509042e-06,2.1364364124018285e-05,10
9.949888635285564e-06,2.1359352536727705e-05,10
9.824547865056044e-06,2.1419647956552643e-05,10
9.940234579308704e-06,2.136432140564242e-05,10
9.940234579308704e-06,2.136432140564242e-05,10
6.700543289717142e-06,1.771028617225439e-05,10
5.6207336948665976e-06,1.7761805406554636e-05,10
6.7005316299662e-06,1.6963013539536866e-05,10
1.330406480981594e-06,3.7533291956229888e-06,10
1.330406480981594e-06,3.7533291956229888e-06,10
1.330406480981594e-06,3.7533291956229888e-06,10
1.330406480981594e-06,3.7533291956229888e-06,10
1.330406480981594e-06,3.7533291956229888e-06,10
1.2050781811101529e-06,3.777040022764404e-06,10
1.2050781811101529e-06,3.777040022764404e-06,10
9.640511122732675e-09,3.0485972932177814e-08,10
9.640511122732675e-09,3.0485972932177814e-08,10
9.325873406851315e-16,4.544580304578143e-08,10
-9.640510190145335e-09,3.048596998302444e-08,10
9.325873406851315e-16,4.544580304578143e-08,10
-9.640509257557994e-09,5.472399292555729e-08,10
-9.640509257557994e-09,5.472399292555729e-08,10
-9.640509257557994e-09,5.472399292555729e-08,10
1.865174681370263e-15,6.427007103160367e-08,10
1.865174681370263e-15,6.427007103160367e-08,10
1.865174681370263e-15,6.427007103160367e-08,10
1.865174681370263e-15,6.427007103160367e-08,10
9.640512055320016e-09,5.472399420339996e-08,10
9.640512055320016e-09,5.472399420339996e-08,10
9.325873406851315e-16,4.544580304578143e-08,10
9.640511122732675e-09,3.048597293217781e-08,10
9.640511122732675e-09,3.048597293217781e-08,10
9.640511122732675e-09,3.048597293217781e-08,10
0.0,0.0,10
0.0,0.0,10
1.0604561213600761e-07,3.3534567021443413e-07,10
6.189201094319862e-06,1.9202258337579793e-05,10
1.4498806583751467e-05,3.073977344797692e-05,10
5.939274605071265e-06,4.4196990733768437e-05,10
1.2571551757922794e-05,4.8017805291178865e-05,10
1.4499411441348808e-05,4.784368150004321e-05,10
5.939879462668607e-06,5.7423598658321574e-05,10
5.939879462668607e-06,5.7423598658321574e-05,10
5.939879462668607e-06,5.7423598658321574e-05,10
5.939879462668607e-06,5.7423598658321574e-05,10
5.8338338505326e-06,5.743458896384914e-05,10
-2.493216316512559e-07,5.408617053078917e-05,10
-8.55892712108286e-06,4.5571603638049384e-05,10
6.048575973416348e-10,3.666201953106837e-05,10
-6.631672295254187e-06,2.8398811185968103e-05,10
-8.549892040965457e-06,2.7071020838452046e-05,10
9.2148511043888e-16,4.544310000230924e-08,10
-4.926008175099028e-06,1.557747189333473e-05,10
-1.0016146032998386e-05,2.1119482233759248e-05,10
-1.0016146032998386e-05,2.1119482233759248e-05,10
-9.929377902895276e-06,2.116693437467781e-05,10
-1.842300638001948e-05,3.133754986299526e-05,10
-1.6513947025642574e-05,3.311561602379679e-05,10
-1.9444972099591506e-05,3.278706059857222e-05,10
-1.9435330287154163e-05,3.279342777403209e-05,10
-4.070516463271501e-05,6.838329379768167e-05,10
