timestamp,price,volume
2025-11-17T23:33:18.135099Z,91749.99,0.00915181
2025-11-17T23:33:19.257535Z,91749.99,1.587e-05
2025-11-17T23:33:19.257535Z,91747.86,1.41e-06
2025-11-17T23:33:19.257535Z,91747.86,1.52e-06
2025-11-17T23:33:19.257535Z,91744.2,0.01089987
2025-11-17T23:33:19.257535Z,91743.48,1.2e-05
2025-11-17T23:33:19.257535Z,91742.13,0.10900117
2025-11-17T23:33:19.257535Z,91741.71,0.01090006
2025-11-17T23:33:19.257535Z,91741.29,0.0003681
2025-11-17T23:33:19.264575Z,91744.0,0.0010789
2025-11-17T23:33:19.875487Z,91743.88,0.05942801
2025-11-17T23:33:19.878096Z,91743.88,0.00296431
2025-11-17T23:33:19.878225Z,91743.88,0.00014031
2025-11-17T23:33:19.879507Z,91743.88,0.00144151
2025-11-17T23:33:19.880189Z,91743.88,0.01308085
2025-11-17T23:33:19.880190Z,91743.88,0.01490301
2025-11-17T23:33:20.129030Z,91754.0,0.00211815
2025-11-17T23:33:20.865365Z,91748.68,0.01089933
2025-11-17T23:33:20.865365Z,91748.68,3.38e-05
2025-11-17T23:33:20.865365Z,91745.97,2.147e-05
2025-11-17T23:33:20.865365Z,91745.96,0.0980554
2025-11-17T23:33:22.472965Z,91747.99,0.00134
2025-11-17T23:33:23.308245Z,91748.0,0.00105928
2025-11-17T23:33:23.707750Z,91753.99,0.005
2025-11-17T23:33:23.797999Z,91754.0,0.002
2025-11-17T23:33:23.857194Z,91754.2,0.01059038
2025-11-17T23:33:23.964460Z,91754.2,5.395e-05
2025-11-17T23:33:24.017881Z,91754.2,0.00516935
2025-11-17T23:33:24.085362Z,91754.0,0.0108987
2025-11-17T23:33:24.085362Z,91753.54,0.0020513
2025-11-17T23:33:24.297247Z,91754.0,0.0108987
2025-11-17T23:33:24.390852Z,91754.4,0.057217
2025-11-17T23:33:24.589306Z,91754.59,0.00018588
2025-11-17T23:33:24.589306Z,91754.93,7.891e-05
2025-11-17T23:33:24.618985Z,91756.62,1.2e-05
2025-11-17T23:33:24.618985Z,91758.1,0.00074153
2025-11-17T23:33:24.708238Z,91758.1,0.00051679
2025-11-17T23:33:24.979852Z,91758.09,3.887e-05
2025-11-17T23:33:25.678316Z,91758.09,0.0109
2025-11-17T23:33:25.710757Z,91758.09,6.322e-05
2025-11-17T23:33:26.014162Z,91758.1,2.428e-05
2025-11-17T23:33:26.159364Z,91758.1,7.76e-06
2025-11-17T23:33:26.398333Z,91758.1,0.00010337
